lot_frontage,lot_area,overall_qual,overall_cond,year_built,year_remod_add,mas_vnr_area,bsmt_fin_sf_1,bsmt_fin_sf_2,bsmt_unf_sf,total_bsmt_sf,first_flr_sf,second_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abv_gr,kitchen_abv_gr,tot_rms_abv_grd,fireplaces,garage_yr_blt,garage_cars,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,three_ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,ms_subclass,ms_zoning,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,bldg_type,house_style,roof_style,exterior_1st,exterior_2nd,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmt_fin_type_1,bsmt_fin_type_2,heating,heating_qc,central_air,electrical,kitchen_qual,functional,fireplace_qu,garage_type,garage_finish,garage_qual,garage_cond,paved_drive,sale_type,sale_condition,sale_price
136,19538,8,8,1948,1951,241.73274818289514,270.853071122962,45.062147073597714,209.7176027788753,525.6328209754349,3500.0,206.03937960542024,17.81323534969231,1117.006386189475,0,0,3,0,3,1,9,0,1946,0,137.9031733655149,86.75078107978926,59.67913121565629,8.530048502235857,7.180493940668523,20.48143483491697,87.99790233885084,387.4904507644283,8,2007,70,FV,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Duplex,1.5Fin,Gable,HdBoard,MetalSd,TA,Gd,PConc,Ex,Ex,No,GLQ,LwQ,GasA,TA,N,FuseF,Ex,Maj1,Po,Attchd,Fin,Gd,Fa,N,WD,Partial,592959.12
103,5554,4,2,2003,2003,45.47112339153866,295.2062555387908,1.8001930632974108,378.3951584300539,675.4016070321421,739.4839744909331,116.26185136982252,35.27487525861586,2364.655843182287,2,1,2,0,1,2,11,2,2001,1,423.7450995364532,47.71006984239612,119.51826686655562,3.6853564357948088,39.26859007597708,65.68246755743681,11.64087931859514,142.49884310467377,6,2007,20,FV,Grvl,IR2,Bnk,AllPub,Inside,Sev,NAmes,Norm,TwnhsE,1.5Fin,Gable,Wd Sdng,VinylSd,TA,Fa,CBlock,Ex,TA,Av,ALQ,GLQ,GasA,Ex,N,FuseA,Gd,Min2,Ex,CarPort,Fin,Fa,Gd,N,New,Abnorml,555952.75
128,27841,2,8,1985,1991,100.75730902917186,89.95452441017689,208.73507819141898,351.40779057068687,650.0973931722828,2157.8992881504646,605.5218791153412,14.971009642564516,1476.5099942977608,2,0,2,0,3,2,11,0,2005,3,630.195581441434,162.37295850641658,9.94374596765633,20.563363875104717,54.742053291205,8.732952105021562,9.887050467212367,261.0365294788743,5,2009,60,RH,Pave,IR2,HLS,NoSeWa,FR2,Gtl,CollgCr,Feedr,1Fam,2Story,Flat,VinylSd,Plywood,Fa,Gd,CBlock,Ex,Gd,Av,ALQ,LwQ,Grav,TA,N,FuseA,Fa,Typ,Gd,BuiltIn,RFn,Gd,Ex,Y,New,Family,449038.58
74,24282,9,3,1900,1954,55.3036370754868,126.37805182734431,17.604886398498024,478.90631280399384,622.8892510298361,1172.8767983845107,1706.6402502639437,88.42811740024683,1672.4335467579406,2,1,1,1,2,1,8,1,1983,0,364.9413306283164,18.895608328529118,26.693528134475617,41.45595609334095,26.10689273340889,80.79127164545284,16.478328129962385,186.6948311901954,8,2007,160,RH,Grvl,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,TwnhsE,2Story,Flat,Wd Sdng,Plywood,Ex,Gd,Slab,TA,TA,Gd,BLQ,Rec,GasA,Fa,N,FuseF,Gd,Min2,Po,BuiltIn,Unf,TA,Po,Y,COD,Partial,631844.75
84,10405,5,2,1955,1965,21.054216416711725,580.9660119439486,79.48078311740998,80.31374109516943,740.760536156528,400.0,136.93801546688084,155.90283879980882,892.2520670131064,0,1,3,1,3,2,6,2,1953,1,1281.219231004591,34.11742111359154,153.48943547878113,22.5677804497443,105.90917085337139,19.718759797655874,12.983685052084711,186.46474669432408,12,2009,50,RH,Grvl,IR2,HLS,NoSeWa,CulDSac,Sev,NAmes,Feedr,TwnhsE,1Story,Gable,HdBoard,Plywood,Ex,Fa,CBlock,Fa,Gd,Av,GLQ,LwQ,Grav,Fa,N,FuseF,Fa,Min2,Fa,Detchd,Fin,Gd,Po,Y,New,Family,498744.17
82,17278,2,3,1915,1951,243.5983877280538,525.2062574069736,4.53476714881009,491.0032112988355,1020.7442358546192,755.1364724414543,398.388387811365,16.055440868550175,1363.3115379742492,2,1,2,0,2,1,8,2,2000,1,566.648420219177,10.714692173720628,26.0844665830001,31.023278977326886,50.77007649915636,10.63302066152249,13.460555099140096,104.89211170712576,12,2007,160,RH,Grvl,Reg,HLS,AllPub,Corner,Mod,OldTown,Feedr,1Fam,2Story,Hip,Wd Sdng,VinylSd,Ex,TA,Slab,Gd,Ex,Gd,LwQ,Unf,Grav,TA,Y,FuseF,TA,Typ,Fa,BuiltIn,RFn,Ex,Ex,Y,COD,Normal,389025.93
128,12865,9,3,1927,2008,106.37653059471582,501.6537869618118,133.06201351214207,273.2480656201819,907.9638660941357,1985.7925331335666,645.2996020030777,23.49573169864703,3188.046183250668,0,1,3,0,1,1,9,0,1925,3,171.29373523740907,29.989489298468094,60.56254324135682,5.803942399920611,16.480054591800474,1.9362530026357387,70.94387224151185,415.4276061835478,1,2010,80,RM,Grvl,IR2,Lvl,NoSeWa,Inside,Mod,Somerst,Norm,1Fam,1Story,Hip,MetalSd,VinylSd,Ex,TA,BrkTil,TA,Ex,Gd,BLQ,BLQ,Grav,Ex,Y,FuseA,TA,Min2,Ex,Detchd,Unf,Fa,Ex,N,WD,Family,761693.46
135,17217,9,4,1927,1951,132.54846282640085,410.0014572322332,167.3257596264198,48.75081832335855,626.0780351820115,1923.3789918049088,552.356227849948,40.36343563217844,1141.7225018435086,2,1,3,1,5,2,12,2,1925,0,161.1970980221334,37.22457262787895,53.665835087166776,40.90571081936944,41.840519967547756,72.54651918308303,7.60706845405282,336.9028502651901,4,2006,120,RM,Grvl,IR1,HLS,NoSeWa,Inside,Mod,CollgCr,Norm,TwnhsE,1.5Fin,Flat,VinylSd,VinylSd,Fa,Ex,PConc,Fa,TA,Mn,GLQ,Rec,GasW,Fa,N,FuseA,Ex,Min2,Po,CarPort,Unf,Fa,Ex,N,New,Abnorml,618234.65
136,29030,5,4,1967,1998,270.2251191907274,193.17839053231276,86.1232454185468,154.64495338539206,433.94658933625163,682.601971590818,721.4769930617173,4.541743360857465,3949.673110128684,0,0,3,0,5,2,4,1,1965,1,192.2847857868477,69.54596910571641,84.02333607261536,36.308072003346574,5.431507439301767,14.439878882095972,34.368477886281255,44.003079753379076,10,2007,180,RM,Grvl,IR1,Bnk,NoSeWa,FR2,Gtl,OldTown,Feedr,Duplex,2Story,Flat,MetalSd,Wd Sdng,Gd,Ex,CBlock,TA,Ex,Gd,LwQ,GLQ,Grav,TA,N,SBrkr,TA,Typ,Ex,CarPort,Fin,TA,Po,Y,WD,Normal,640782.17
115,27169,8,5,1922,1981,65.77549239897749,176.59756917300828,75.24794360023267,244.3210540205737,496.1665667938147,1677.691130363854,1276.0572170460607,79.7134455435149,1710.2093614148214,1,0,3,1,3,1,3,0,1940,1,240.675907079512,172.17163613700276,31.9399561257761,20.771576421984054,23.788624988779432,19.14135467412182,13.849048689334584,80.74993403573177,9,2007,180,RM,Pave,IR2,Bnk,NoSeWa,Corner,Mod,NAmes,Feedr,TwnhsE,2Story,Gable,VinylSd,MetalSd,TA,TA,CBlock,TA,Ex,Mn,Unf,ALQ,GasW,TA,Y,FuseF,Ex,Maj1,Po,Attchd,Fin,TA,Fa,N,New,Abnorml,676269.79
90,8035,2,5,1927,1985,29.695720929827214,285.55653377700935,41.217409588754,152.05805890783532,478.8320022735986,1008.734826592443,1022.5775344921007,17.312916727097782,1902.6067021143397,2,0,2,1,5,2,7,0,1974,0,352.8329415098764,50.36690995982946,163.27396277749705,82.17656526373727,8.122890160818594,19.49045196752601,96.17143596531592,36.80874029251889,9,2008,75,RL,Grvl,IR1,HLS,NoSeWa,CulDSac,Mod,CollgCr,Artery,TwnhsE,1Story,Gable,VinylSd,MetalSd,Fa,TA,BrkTil,Ex,Fa,Gd,ALQ,BLQ,Grav,Fa,N,SBrkr,Fa,Min2,TA,BuiltIn,Fin,Fa,TA,Y,New,Abnorml,451069.38
94,29210,2,2,1925,1999,44.899662393011425,644.6175063182653,204.77173164157284,191.2734415766068,1040.662679536445,1364.528732745032,391.1656487455237,15.480162628012561,1007.7419222494374,1,1,1,1,5,1,7,0,1987,0,444.46242380619765,174.9112254438121,85.3884197951237,19.77905108297604,74.04334038829529,14.387575296674662,48.73274746490306,150.504626906467,8,2008,80,RM,Grvl,IR1,HLS,NoSeWa,Corner,Mod,Somerst,Feedr,TwnhsE,1.5Fin,Hip,VinylSd,Wd Sdng,Ex,Gd,BrkTil,Gd,TA,Av,GLQ,Unf,Grav,Fa,Y,FuseA,Gd,Min2,Po,BuiltIn,RFn,Fa,Fa,Y,WD,Normal,427710.86
138,14262,4,2,1939,2004,27.09929891749601,342.85578302411676,12.99852841803326,135.98809176724941,491.84240320939944,2229.0461395765988,134.7044647010628,43.23665678882906,2451.6596734994773,2,0,2,1,5,2,12,1,1937,1,787.1841753791299,316.30223391867435,175.88065483470686,17.72100923181487,10.458869836912122,41.1201278517387,35.34472872149615,207.2213110651493,6,2006,30,RH,Pave,IR1,HLS,NoSeWa,CulDSac,Mod,NAmes,Artery,Duplex,1.5Fin,Flat,VinylSd,VinylSd,Fa,Gd,PConc,Fa,Fa,Gd,Unf,Rec,GasW,Ex,Y,FuseA,Gd,Min2,TA,BuiltIn,Fin,Fa,Gd,N,New,Family,580822.75
68,21735,7,3,1972,1972,199.99438535524683,120.50106380516414,52.30030987378701,1068.3911868236278,1241.192560502579,701.7648766091819,1076.7518081726207,8.567194522959301,560.3406223732918,1,1,2,0,5,1,5,2,1970,0,618.197869706462,193.0498369766256,118.70165993695652,46.943759938088604,5.3592778605511295,138.62589849774292,67.68242988991538,67.96721052307564,8,2008,30,RL,Grvl,Reg,Bnk,NoSeWa,Inside,Mod,Edwards,Artery,TwnhsE,1.5Fin,Flat,VinylSd,MetalSd,TA,Gd,BrkTil,TA,Fa,Gd,GLQ,Unf,GasW,Fa,N,FuseA,Fa,Maj1,Gd,BuiltIn,Fin,Po,Ex,P,WD,Abnorml,493416.42
74,23398,3,3,1944,1951,322.6239940014742,71.45044737803084,36.25625616266773,333.2302877372323,440.9369912779309,846.2276271169834,397.34315954453257,15.042939211854533,1385.6594159560611,0,1,3,0,1,2,4,1,1990,3,273.9221640481019,32.060622415988256,81.4473185726,86.7430160230585,21.813472590949143,86.47588524323253,87.14887202921129,82.67945994569104,10,2008,180,RH,Grvl,IR1,Lvl,NoSeWa,FR2,Mod,Somerst,Feedr,TwnhsE,1.5Fin,Gable,MetalSd,MetalSd,Fa,Ex,BrkTil,Gd,Fa,Av,Rec,ALQ,Grav,Fa,Y,FuseA,Ex,Min2,Ex,CarPort,RFn,Fa,Po,Y,COD,Normal,493377.3
129,15522,2,2,1936,1957,102.05451162518635,536.8711937238046,34.891712833458385,223.42418512131633,795.1870916785793,2253.2303109423024,546.7589793353402,4.690159967088126,1012.1276218425834,2,1,1,1,4,1,4,0,1956,1,275.7171839425168,42.996864809989184,2.7659537278489355,12.738875869872977,7.7629258016093505,29.576936358567146,65.97937814349802,43.300560175424515,2,2008,30,RL,Grvl,IR2,Bnk,NoSeWa,FR2,Mod,Edwards,Norm,Duplex,2Story,Hip,HdBoard,Wd Sdng,Fa,Fa,PConc,Fa,TA,Av,GLQ,BLQ,Grav,Fa,N,SBrkr,Fa,Min1,TA,Attchd,Fin,Ex,Po,P,WD,Family,410527.13
78,14786,7,4,1957,1991,153.49584433503276,786.4760773473448,200.60218483041245,92.26750003952927,1079.3457622172866,3289.6790791751996,950.1684984295699,1.2133996765894965,640.5785936895578,1,1,3,0,5,2,11,1,1955,0,596.8512296783064,175.6145085666935,105.38066126415015,47.476128088617,27.168675441961838,55.88252552279752,63.665315732244146,31.17056876900205,1,2008,20,RL,Grvl,IR1,HLS,NoSeWa,CulDSac,Sev,Edwards,Feedr,Duplex,1.5Fin,Hip,HdBoard,Wd Sdng,Gd,Ex,BrkTil,TA,TA,No,GLQ,ALQ,GasW,TA,Y,FuseA,Gd,Min1,Fa,Attchd,RFn,TA,Gd,P,ConLD,Family,557911.77
63,14779,8,5,1968,1984,182.28874865515562,53.7198236787136,71.0152727769313,479.74638445574334,604.4814809113882,1842.155174363,1053.6308200237936,14.74286762661058,2275.775248745345,1,1,2,1,1,1,9,1,1966,2,238.96165468546607,42.03450828154516,104.54270827723849,51.77025292854275,45.38118585040368,107.03405489908427,139.0801375407493,78.63438777422434,10,2009,20,RH,Grvl,Reg,HLS,NoSeWa,FR2,Gtl,NAmes,Feedr,Duplex,2Story,Gable,Wd Sdng,MetalSd,TA,TA,PConc,Fa,Gd,Gd,LwQ,Unf,GasW,TA,Y,SBrkr,Ex,Typ,Gd,Detchd,RFn,Fa,Fa,P,COD,Partial,677636.01
96,26151,7,4,1901,1955,282.1588912150322,549.5243109529669,40.87621564523235,304.36858670113406,894.7691132993333,1313.0438219936,912.0020705105359,6.884410998431434,1421.0823207389126,0,0,1,0,1,1,12,1,1967,3,499.6288363870839,85.33623159374737,173.52122880083817,13.391194707227154,46.36198184010422,63.503791574581626,52.46460728639661,108.39200553129956,1,2009,20,FV,Grvl,IR2,Lvl,NoSeWa,FR2,Mod,NAmes,Feedr,Duplex,1Story,Hip,VinylSd,Plywood,Ex,TA,CBlock,Ex,TA,Av,ALQ,Rec,GasA,Ex,N,FuseF,Ex,Min2,Gd,BuiltIn,RFn,TA,Po,P,New,Family,595740.96
72,12817,8,4,1998,1998,313.89309407465703,402.9936642789741,107.03074117000386,100.52481616587961,610.5492216148576,1832.116255738648,1520.822028526481,28.176062813914577,1670.4021291606489,2,0,1,1,2,2,5,0,1996,2,100.69161448396565,116.25967149940611,76.16248426492122,14.895850460252973,20.1425296668616,31.21693628552849,10.41653652301556,42.29315528042281,5,2006,70,RM,Pave,IR2,Lvl,AllPub,Corner,Gtl,NAmes,Artery,TwnhsE,1Story,Gable,VinylSd,Plywood,TA,TA,BrkTil,Ex,Gd,Mn,BLQ,ALQ,GasW,Gd,Y,FuseF,TA,Typ,TA,Attchd,Unf,Gd,TA,N,COD,Partial,627075.48
129,9837,8,5,2001,2001,13.939364576595914,147.83387681116687,99.55025336764113,101.12226792555066,348.50639810435865,752.3125455817395,501.96032278414407,59.09552914942598,1043.5598916956494,1,0,1,1,5,2,3,2,1999,2,457.6560632575799,140.88959083513782,70.81559849595288,10.203228241674573,72.20554998690564,41.78037616428466,39.91066490400928,27.734949687012,2,2009,20,RL,Pave,IR2,HLS,AllPub,FR2,Gtl,Somerst,Feedr,1Fam,1.5Fin,Gable,HdBoard,Wd Sdng,Fa,TA,BrkTil,Fa,TA,No,Rec,GLQ,GasA,Ex,Y,SBrkr,Ex,Typ,Ex,Detchd,Fin,TA,Ex,P,COD,Normal,632903.23
130,12124,6,5,1966,1994,56.63423160300967,346.28340813454474,164.9266227156226,194.7226875585744,705.9327184087417,1130.8960839858885,300.19279615764935,60.12503118232902,2555.4824736141177,1,1,3,0,5,2,7,1,2009,0,416.8675105505576,95.5822288032705,109.98345700326657,48.599161888042296,102.2961872843558,81.63638977794304,19.608678746761615,859.6154097381655,4,2010,30,RL,Grvl,IR2,Lvl,NoSeWa,Corner,Mod,NAmes,Feedr,TwnhsE,2Story,Hip,Wd Sdng,VinylSd,Gd,Ex,BrkTil,Fa,TA,No,Rec,ALQ,GasW,Gd,Y,FuseF,Fa,Typ,TA,Attchd,Unf,Gd,Fa,P,ConLD,Normal,596820.54
70,7456,6,4,1963,1970,93.5823185557948,102.4381789304389,117.19094224532046,225.04774580563503,444.67686698139437,400.0,228.81742133952645,57.84024626689777,1837.1273590768385,1,0,2,0,3,1,4,1,1989,2,241.4978291822704,24.31104831563827,70.46946154585659,11.76145829911153,10.105988216673316,1.0455764339946292,131.03190485929338,72.13538412323382,3,2008,160,RL,Pave,Reg,HLS,AllPub,FR2,Gtl,NAmes,Artery,TwnhsE,1.5Fin,Gable,VinylSd,MetalSd,Fa,Gd,BrkTil,Gd,Gd,Mn,Rec,Unf,GasA,TA,N,FuseA,Ex,Typ,Gd,Detchd,Unf,Ex,TA,Y,WD,Abnorml,580064.16
92,12962,8,3,1977,2007,50.9565627078866,246.74839305475047,74.09587564984018,327.9240556998525,648.7683244044431,763.8340873599633,314.9841255880423,10.430470134751626,3518.403223445405,0,1,2,1,5,1,4,0,1975,3,125.61450004906283,55.96219770669112,46.04669157081147,79.8344059913115,31.261254659220384,22.293716535945897,21.90241969370049,166.01507864288928,6,2007,20,RL,Pave,Reg,HLS,AllPub,Inside,Mod,Edwards,Feedr,TwnhsE,1Story,Hip,MetalSd,Wd Sdng,TA,TA,BrkTil,Gd,Fa,Mn,Unf,BLQ,Grav,Gd,N,FuseA,TA,Min2,Po,BuiltIn,RFn,Fa,Fa,P,WD,Normal,680380.27
138,5194,4,4,1948,2010,74.83860548219093,297.9832177688628,78.91102556981012,204.29571720440583,581.1899605430788,1416.427627320945,325.82764319175334,25.1439316192955,1083.942577672941,1,0,2,1,1,1,11,0,1946,1,109.49207102508994,192.81505147520951,125.26184022433036,19.35461802508769,21.061958470389257,0.49561096557939577,22.86226960373492,245.90333901650328,1,2008,30,FV,Grvl,Reg,HLS,AllPub,Corner,Gtl,NAmes,Norm,Duplex,1.5Fin,Flat,VinylSd,Plywood,Fa,TA,CBlock,Ex,Fa,No,Rec,LwQ,GasW,Ex,N,FuseA,Ex,Typ,Gd,Attchd,RFn,Po,Fa,P,New,Normal,486094.77
114,4513,2,2,1940,1996,126.47523837703434,693.7266760923701,112.86893180581257,346.91183772067535,1153.507445618858,1234.416678392213,612.5008682481974,13.9452337852516,1079.4657642719192,2,0,2,1,5,1,6,0,1953,0,396.71168682288516,79.94815418202447,7.885027509184185,31.43528045666639,54.77239476109901,6.025066151409285,27.94797326715963,186.45419865198065,11,2006,75,RH,Pave,IR1,Lvl,NoSeWa,Inside,Sev,Somerst,Norm,TwnhsE,2Story,Gable,VinylSd,MetalSd,Fa,Gd,CBlock,Gd,TA,Gd,Rec,Unf,GasW,TA,N,FuseA,Gd,Min1,Fa,CarPort,Fin,TA,Ex,Y,ConLD,Normal,453771.33
61,22267,8,5,1939,1977,124.0170807441173,237.1134608113092,30.42552796462298,152.17237585613728,419.7113646320695,400.0,775.7280596614606,10.612581839667984,2150.0334072690807,0,0,1,1,5,1,3,1,1969,0,441.6610151169497,268.4562676120601,69.54601465276536,38.31000390567495,19.1673818452566,20.341326604952027,44.745443070983434,273.1351780079011,9,2008,50,RM,Grvl,IR1,Bnk,NoSeWa,FR2,Gtl,Edwards,Norm,1Fam,1Story,Flat,HdBoard,VinylSd,Ex,Ex,Slab,Ex,Gd,No,LwQ,Rec,GasW,Gd,N,SBrkr,TA,Min1,Fa,Attchd,Fin,TA,Po,N,New,Abnorml,644487.61
99,4168,4,8,1917,2003,178.25116320731385,162.84733980362225,97.75420609935216,204.69361312534997,465.2951590283244,932.918521629824,199.79727246334159,11.563539707504084,3720.9080533558754,0,1,3,0,5,2,5,0,2006,2,63.76106566589469,99.9078542808776,49.00601137077749,80.0888071014231,22.57007730371688,99.51082165774993,14.897643215342839,152.50202504590595,8,2006,60,RL,Pave,Reg,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,1Fam,1.5Fin,Flat,VinylSd,MetalSd,Gd,TA,CBlock,TA,Ex,Av,Unf,LwQ,GasA,Gd,N,SBrkr,Fa,Min2,Fa,BuiltIn,Unf,Po,Po,N,New,Partial,596239.16
101,17909,9,4,1993,1994,95.17460005407983,380.8384690782837,263.3030775800056,491.3537959318283,1135.4953425901176,1218.9060491517678,952.1325740632649,6.011845327746214,1184.3069200275447,0,0,1,0,2,2,6,0,1991,2,61.56503802439931,35.99030717808952,25.857532764826214,111.57204728755329,31.249943130862828,73.60866191157551,14.929923645519336,10.333441542022598,10,2007,70,RH,Pave,Reg,Lvl,NoSeWa,Inside,Gtl,Edwards,Feedr,1Fam,1Story,Gable,HdBoard,Wd Sdng,Ex,Ex,BrkTil,Fa,TA,Mn,GLQ,ALQ,GasW,Gd,Y,FuseA,Fa,Typ,TA,Attchd,RFn,Fa,Gd,Y,ConLD,Partial,617218.17
105,23836,5,2,1935,1981,6.394109445355197,447.1153701451267,86.18738488353804,357.49815349448704,890.8009085231517,1248.3415716201519,1017.2315450490821,35.70889611180811,500.0,2,1,1,1,4,2,11,2,1938,3,147.78719160574968,127.0997950574831,83.05208353636043,42.94408456104756,43.894925784813005,10.63331998008201,10.18086427244655,161.42285477977515,1,2010,30,FV,Grvl,IR2,Lvl,NoSeWa,CulDSac,Gtl,CollgCr,Norm,TwnhsE,1Story,Gable,HdBoard,VinylSd,Fa,TA,BrkTil,Fa,Fa,Av,GLQ,Unf,Grav,Ex,N,FuseF,TA,Maj1,Fa,BuiltIn,Fin,Gd,Po,P,ConLD,Normal,469504.18
42,22285,8,6,1931,1977,69.94432899585217,157.61093478912025,57.3178056555521,213.66348628646324,428.5922267311356,416.4024363666709,789.2595538521779,75.91628279861024,709.2178105925375,1,1,3,0,2,2,9,0,1999,1,164.7736273959005,200.1859128376311,190.1128557658888,57.39595238788467,12.487134084351556,41.464558184933615,119.39505203606984,90.59375125775118,7,2010,120,RM,Pave,IR2,Lvl,NoSeWa,Inside,Gtl,Edwards,Artery,Duplex,1.5Fin,Gable,Wd Sdng,Wd Sdng,TA,Fa,BrkTil,TA,TA,Av,GLQ,Rec,GasW,TA,N,SBrkr,Fa,Typ,TA,Attchd,Unf,TA,Fa,N,WD,Partial,522758.19
69,14490,2,2,2007,2007,117.69950203119959,116.10584050398913,56.599111872604695,266.5184891373811,439.22344151397493,1696.879942440363,354.3832748686369,13.510099261628104,3187.961138212921,1,1,1,0,3,2,8,0,2005,3,200.30984287748456,89.76504883894714,30.64027612172048,12.779931930193547,6.9178776431765785,8.071199804747193,60.195560674411965,39.582427098869175,3,2008,120,RH,Pave,IR2,HLS,AllPub,FR2,Sev,CollgCr,Feedr,1Fam,2Story,Flat,Wd Sdng,MetalSd,TA,Fa,PConc,Gd,Ex,No,GLQ,LwQ,GasW,Ex,N,FuseF,TA,Typ,TA,Detchd,RFn,Ex,TA,P,WD,Partial,541307.29
125,7421,7,3,1956,1983,187.0179782384057,125.76928295309419,108.96134832861756,205.35981806754444,440.0904493492562,3022.656249793577,1244.601145354908,11.664172267747327,1349.2666169642957,0,0,3,0,5,1,8,2,1954,1,398.23992970038955,90.93584702667718,105.465066574551,103.44551682583445,33.35323732832817,29.725360862074083,25.60302544295923,657.3924015945242,11,2010,20,FV,Pave,IR1,Lvl,NoSeWa,Inside,Gtl,Somerst,Norm,Duplex,1.5Fin,Hip,VinylSd,VinylSd,Ex,TA,BrkTil,Ex,Fa,No,GLQ,Rec,GasW,Fa,Y,FuseF,Fa,Typ,TA,Attchd,Unf,TA,Fa,Y,WD,Normal,594766.07
64,28059,5,3,1969,1969,168.96837281553394,695.3896497637608,93.12529280643062,65.55420432067629,854.0691468908676,1819.6831803368498,494.9330454571725,49.541818651973074,4166.564726848795,2,1,1,1,3,1,10,1,2003,2,664.0342675065594,109.42042051132489,94.02448642884163,59.58396576832841,4.2084336341782835,89.55252880749153,17.858316569248114,4.860601087612551,9,2007,75,FV,Grvl,Reg,HLS,NoSeWa,CulDSac,Sev,OldTown,Feedr,1Fam,2Story,Flat,VinylSd,Wd Sdng,Ex,Gd,PConc,TA,Gd,Gd,LwQ,LwQ,GasW,Fa,N,FuseF,Ex,Typ,Gd,Attchd,Unf,TA,TA,Y,New,Family,708448.81
69,25384,5,8,1927,2010,85.6017957622413,433.1126578253654,138.2574327690099,601.8966717751113,1173.2667623694865,1131.4072790342004,268.6494191001226,29.655112210468147,789.3001223841925,1,0,2,0,4,2,4,0,1933,2,670.8252431552849,119.45335099355523,21.704380622843868,194.60365242301512,18.60756890699307,4.918556485168194,9.441007626502907,217.92270992759074,1,2007,60,RL,Pave,IR1,Bnk,AllPub,CulDSac,Gtl,Edwards,Norm,1Fam,2Story,Gable,VinylSd,Wd Sdng,Fa,Ex,BrkTil,Gd,Ex,Av,BLQ,Unf,GasW,Ex,Y,FuseF,Gd,Typ,Gd,Detchd,Fin,Gd,Po,Y,WD,Family,501940.08
72,19142,4,8,1930,1954,53.555516372943345,224.57276888515565,43.696867325109885,106.13512816061653,374.4047643708821,2631.3524575913084,197.94713894788163,9.205305220202769,2158.8449535744267,1,0,2,0,3,2,7,1,1928,1,534.9419904572943,44.150794679562374,93.30864831690083,33.33565080254047,16.933530936154945,35.81613029033635,21.389491935902868,205.4923060759904,11,2010,75,RM,Grvl,IR2,HLS,NoSeWa,Inside,Gtl,NAmes,Norm,1Fam,1Story,Hip,HdBoard,Plywood,Ex,Fa,CBlock,Ex,Gd,Gd,Unf,Unf,GasA,Fa,N,FuseF,Ex,Min2,Po,CarPort,Fin,Fa,Po,Y,WD,Partial,514365.58
57,4429,9,5,1980,1992,88.70649338318512,617.3199048102654,67.27461973852054,161.22922087521349,845.8237454239994,753.7657378938056,575.3739659253916,19.875671853925525,2184.945487581894,2,0,1,0,1,2,6,0,1978,1,651.6756872061244,11.294245859422844,51.19959257253062,14.785307023822591,7.042020199185208,54.21064529881524,25.928582463044066,524.1331408559477,8,2009,80,FV,Grvl,IR2,Bnk,NoSeWa,Inside,Mod,NAmes,Feedr,TwnhsE,1Story,Hip,MetalSd,VinylSd,TA,TA,CBlock,Gd,TA,Gd,ALQ,ALQ,GasA,TA,N,FuseA,Ex,Min2,Ex,Detchd,Fin,Po,TA,P,WD,Normal,679859.76
55,2984,5,6,1950,1990,16.530586473119893,156.53248385492765,157.42565084434185,953.8589227551885,1267.8170574544579,1566.8111496993813,359.6878025509039,31.511099266387838,590.7230182843996,0,0,3,1,1,2,3,0,1948,3,170.53127687552748,132.29761608609505,38.21429761590505,24.037964291366645,19.227791970314197,13.59634881349389,97.99917669030185,181.3522954715326,7,2008,60,FV,Pave,IR1,Bnk,NoSeWa,FR2,Gtl,Edwards,Artery,1Fam,1Story,Hip,MetalSd,Plywood,Fa,Gd,BrkTil,Gd,TA,Mn,LwQ,GLQ,GasA,Ex,N,FuseA,Ex,Typ,Gd,CarPort,Fin,TA,Ex,Y,New,Abnorml,471018.69
74,10826,8,6,1916,1985,58.065952823029654,276.8320702450662,167.50501971902042,89.20983866626855,533.5469286303552,1056.138207886003,150.27987257565755,29.499167438665392,600.7018315656951,2,1,3,1,4,2,8,2,1995,2,525.7657926698564,80.55913471720582,37.44804843719698,78.5252028783161,49.17351579218515,35.501016015102664,8.666982632804997,63.43808723763991,2,2007,80,FV,Pave,Reg,HLS,AllPub,Inside,Mod,Somerst,Feedr,1Fam,1Story,Hip,MetalSd,Plywood,Gd,Gd,BrkTil,Ex,Fa,Gd,BLQ,BLQ,GasA,Ex,N,FuseF,TA,Min2,TA,CarPort,Unf,Gd,Po,Y,New,Normal,560586.15
